Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
05/03/2023,Sampdoria,Salernitana,0,0,D
05/03/2023,Inter,Lecce,2,0,H
05/03/2023,AS Roma,Juventus,1,0,H
06/03/2023,Sassuolo,Cremonese,3,2,H
06/03/2023,Torino,Bologna,1,0,H
10/03/2023,Spezia,Inter,2,1,H
11/03/2023,Empoli,Udinese,0,1,A
11/03/2023,Napoli,Atalanta,2,0,H
11/03/2023,Bologna,Lazio,0,0,D
12/03/2023,Lecce,Torino,0,2,A
12/03/2023,Hellas Verona,Monza,1,1,D
12/03/2023,Cremonese,Fiorentina,0,2,A
12/03/2023,AS Roma,Sassuolo,3,4,A
12/03/2023,Juventus,Sampdoria,4,2,H
13/03/2023,AC Milan,Salernitana,1,1,D
17/03/2023,Sassuolo,Spezia,1,0,H
17/03/2023,Atalanta,Empoli,2,1,H
18/03/2023,Monza,Cremonese,1,1,D
18/03/2023,Salernitana,Bologna,2,2,D
18/03/2023,Udinese,AC Milan,3,1,H
19/03/2023,Sampdoria,Hellas Verona,3,1,H
19/03/2023,Torino,Napoli,0,4,A
19/03/2023,Fiorentina,Lecce,1,0,H
19/03/2023,Lazio,AS Roma,1,0,H
19/03/2023,Inter,Juventus,0,1,A
01/04/2023,Cremonese,Atalanta,1,3,A
01/04/2023,Inter,Fiorentina,0,1,A
01/04/2023,Juventus,Hellas Verona,1,0,H
02/04/2023,Bologna,Udinese,3,0,H
02/04/2023,Spezia,Salernitana,1,1,D
02/04/2023,Monza,Lazio,0,2,A
02/04/2023,AS Roma,Sampdoria,3,0,H
02/04/2023,Napoli,AC Milan,0,4,A
03/04/2023,Empoli,Lecce,1,0,H
03/04/2023,Sassuolo,Torino,1,1,D
07/04/2023,Salernitana,Inter,1,1,D
07/04/2023,Lecce,Napoli,1,2,A
07/04/2023,AC Milan,Empoli,0,0,D
08/04/2023,Udinese,Monza,2,2,D
08/04/2023,Fiorentina,Spezia,1,1,D
08/04/2023,Sampdoria,Cremonese,2,3,A
08/04/2023,Atalanta,Bologna,0,2,A
08/04/2023,Torino,AS Roma,0,1,A
08/04/2023,Hellas Verona,Sassuolo,2,1,H
08/04/2023,Lazio,Juventus,2,1,H
14/04/2023,Cremonese,Empoli,1,0,H
14/04/2023,Spezia,Lazio,0,3,A
15/04/2023,Bologna,AC Milan,1,1,D
15/04/2023,Napoli,Hellas Verona,0,0,D
15/04/2023,Inter,Monza,0,1,A
16/04/2023,Lecce,Sampdoria,1,1,D
16/04/2023,Torino,Salernitana,1,1,D
16/04/2023,Sassuolo,Juventus,1,0,H
16/04/2023,AS Roma,Udinese,3,0,H
17/04/2023,Fiorentina,Atalanta,1,1,D
21/04/2023,Hellas Verona,Bologna,2,1,H
22/04/2023,Salernitana,Sassuolo,3,0,H
22/04/2023,Lazio,Torino,0,1,A
22/04/2023,Sampdoria,Spezia,1,1,D
23/04/2023,Empoli,Inter,0,3,A
23/04/2023,Udinese,Cremonese,3,0,H
23/04/2023,Monza,Fiorentina,3,2,H
23/04/2023,AC Milan,Lecce,2,0,H
23/04/2023,Juventus,Napoli,0,1,A
24/04/2023,Atalanta,AS Roma,3,1,H
28/04/2023,Lecce,Udinese,1,0,H
28/04/2023,Spezia,Monza,0,2,A
29/04/2023,AS Roma,AC Milan,1,1,D
29/04/2023,Torino,Atalanta,1,2,A
30/04/2023,Inter,Lazio,3,1,H
30/04/2023,Sassuolo,Empoli,2,1,H
30/04/2023,Napoli,Salernitana,1,1,D
30/04/2023,Cremonese,Hellas Verona,1,1,D
30/04/2023,Fiorentina,Sampdoria,5,0,H
30/04/2023,Bologna,Juventus,1,1,D
03/05/2023,Sampdoria,Torino,0,2,A
03/05/2023,Salernitana,Fiorentina,3,3,D
03/05/2023,Juventus,Lecce,2,1,H
03/05/2023,Atalanta,Spezia,3,2,H
03/05/2023,Monza,AS Roma,1,1,D
03/05/2023,AC Milan,Cremonese,1,1,D
03/05/2023,Lazio,Sassuolo,2,0,H
03/05/2023,Hellas Verona,Inter,0,6,A
04/05/2023,Udinese,Napoli,1,1,D
04/05/2023,Empoli,Bologna,3,1,H
06/05/2023,AC Milan,Lazio,2,0,H
06/05/2023,AS Roma,Inter,0,2,A
06/05/2023,Cremonese,Spezia,2,0,H
07/05/2023,Atalanta,Juventus,0,2,A
07/05/2023,Torino,Monza,1,1,D
07/05/2023,Napoli,Fiorentina,1,0,H
07/05/2023,Lecce,Hellas Verona,0,1,A
08/05/2023,Udinese,Sampdoria,2,0,H
08/05/2023,Empoli,Salernitana,2,1,H
08/05/2023,Sassuolo,Bologna,1,1,D
12/05/2023,Lazio,Lecce,2,2,D
13/05/2023,Salernitana,Atalanta,1,0,H
13/05/2023,Spezia,AC Milan,2,0,H
13/05/2023,Inter,Sassuolo,4,2,H
14/05/2023,Hellas Verona,Torino,0,1,A
14/05/2023,Monza,Napoli,2,0,H
14/05/2023,Fiorentina,Udinese,2,0,H
14/05/2023,Bologna,AS Roma,0,0,D
14/05/2023,Juventus,Cremonese,2,0,H
15/05/2023,Sampdoria,Empoli,1,1,D
19/05/2023,Sassuolo,Monza,1,2,A
20/05/2023,Cremonese,Bologna,1,5,A
20/05/2023,Atalanta,Hellas Verona,3,1,H
20/05/2023,AC Milan,Sampdoria,5,1,H
21/05/2023,Lecce,Spezia,0,0,D
21/05/2023,Torino,Fiorentina,1,1,D
21/05/2023,Napoli,Inter,3,1,H
21/05/2023,Udinese,Lazio,0,1,A
22/05/2023,AS Roma,Salernitana,2,2,D
22/05/2023,Empoli,Juventus,4,1,H
26/05/2023,Sampdoria,Sassuolo,2,2,D
27/05/2023,Spezia,Torino,0,4,A
27/05/2023,Salernitana,Udinese,3,2,H
27/05/2023,Fiorentina,AS Roma,2,1,H
27/05/2023,Inter,Atalanta,3,2,H
28/05/2023,Hellas Verona,Empoli,1,1,D
28/05/2023,Monza,Lecce,0,1,A
28/05/2023,Bologna,Napoli,2,2,D
28/05/2023,Lazio,Cremonese,3,2,H
28/05/2023,Juventus,AC Milan,0,1,A
02/06/2023,Sassuolo,Fiorentina,1,3,A
03/06/2023,Torino,Inter,0,1,A
03/06/2023,Empoli,Lazio,0,2,A
03/06/2023,Cremonese,Salernitana,2,0,H
04/06/2023,Napoli,Sampdoria,2,0,H
04/06/2023,Udinese,Juventus,0,1,A
04/06/2023,AS Roma,Spezia,2,1,H
04/06/2023,AC Milan,Hellas Verona,3,1,H
04/06/2023,Lecce,Bologna,2,3,A
04/06/2023,Atalanta,Monza,5,2,H
19/08/2023,Empoli,Hellas Verona,0,1,A
19/08/2023,Frosinone,Napoli,1,3,A
19/08/2023,Genoa,Fiorentina,1,4,A
19/08/2023,Inter,Monza,2,0,H
20/08/2023,AS Roma,Salernitana,2,2,D
20/08/2023,Sassuolo,Atalanta,0,2,A
20/08/2023,Lecce,Lazio,2,1,H
20/08/2023,Udinese,Juventus,0,3,A
21/08/2023,Torino,Cagliari,0,0,D
21/08/2023,Bologna,AC Milan,0,2,A
26/08/2023,Frosinone,Atalanta,2,1,H
26/08/2023,Monza,Empoli,2,0,H
26/08/2023,Hellas Verona,AS Roma,2,1,H
26/08/2023,AC Milan,Torino,4,1,H
27/08/2023,Fiorentina,Lecce,2,2,D
27/08/2023,Juventus,Bologna,1,1,D
27/08/2023,Lazio,Genoa,0,1,A
27/08/2023,Napoli,Sassuolo,2,0,H
28/08/2023,Salernitana,Udinese,1,1,D
28/08/2023,Cagliari,Inter,0,2,A
01/09/2023,Sassuolo,Hellas Verona,3,1,H
01/09/2023,AS Roma,AC Milan,1,2,A
02/09/2023,Bologna,Cagliari,2,1,H
02/09/2023,Udinese,Frosinone,0,0,D
02/09/2023,Atalanta,Monza,3,0,H
02/09/2023,Napoli,Lazio,1,2,A
03/09/2023,Inter,Fiorentina,4,0,H
03/09/2023,Torino,Genoa,1,0,H
03/09/2023,Empoli,Juventus,0,2,A
03/09/2023,Lecce,Salernitana,2,0,H
16/09/2023,Juventus,Lazio,3,1,H
16/09/2023,Inter,AC Milan,5,1,H
16/09/2023,Genoa,Napoli,2,2,D
17/09/2023,Cagliari,Udinese,0,0,D
17/09/2023,Frosinone,Sassuolo,4,2,H
17/09/2023,Monza,Lecce,1,1,D
17/09/2023,Fiorentina,Atalanta,3,2,H
17/09/2023,AS Roma,Empoli,7,0,H
18/09/2023,Salernitana,Torino,0,3,A
18/09/2023,Hellas Verona,Bologna,0,0,D
22/09/2023,Salernitana,Frosinone,1,1,D
22/09/2023,Lecce,Genoa,1,0,H
23/09/2023,AC Milan,Hellas Verona,1,0,H
23/09/2023,Sassuolo,Juventus,4,2,H
23/09/2023,Lazio,Monza,1,1,D
24/09/2023,Empoli,Inter,0,1,A
24/09/2023,Atalanta,Cagliari,2,0,H
24/09/2023,Udinese,Fiorentina,0,2,A
24/09/2023,Bologna,Napoli,0,0,D
24/09/2023,Torino,AS Roma,1,1,D
26/09/2023,Juventus,Lecce,1,0,H
27/09/2023,Cagliari,AC Milan,1,3,A
27/09/2023,Empoli,Salernitana,1,0,H
27/09/2023,Hellas Verona,Atalanta,0,1,A
27/09/2023,Inter,Sassuolo,1,2,A
27/09/2023,Lazio,Torino,2,0,H
27/09/2023,Napoli,Udinese,4,1,H
28/09/2023,Frosinone,Fiorentina,1,1,D
28/09/2023,Monza,Bologna,0,0,D
28/09/2023,Genoa,AS Roma,4,1,H
30/09/2023,Lecce,Napoli,0,4,A
30/09/2023,AC Milan,Lazio,2,0,H
30/09/2023,Salernitana,Inter,0,4,A
01/10/2023,Bologna,Empoli,3,0,H
01/10/2023,Udinese,Genoa,2,2,D
01/10/2023,Atalanta,Juventus,0,0,D
01/10/2023,AS Roma,Frosinone,2,0,H
02/10/2023,Sassuolo,Monza,0,1,A
02/10/2023,Torino,Hellas Verona,0,0,D
02/10/2023,Fiorentina,Cagliari,3,0,H
06/10/2023,Empoli,Udinese,0,0,D
06/10/2023,Lecce,Sassuolo,1,1,D
07/10/2023,Inter,Bologna,2,2,D
07/10/2023,Juventus,Torino,2,0,H
07/10/2023,Genoa,AC Milan,0,1,A
08/10/2023,Monza,Salernitana,3,0,H
08/10/2023,Frosinone,Hellas Verona,2,1,H
08/10/2023,Lazio,Atalanta,3,2,H
08/10/2023,Cagliari,AS Roma,1,4,A
08/10/2023,Napoli,Fiorentina,1,3,A
21/10/2023,Hellas Verona,Napoli,1,3,A
21/10/2023,Torino,Inter,0,3,A
21/10/2023,Sassuolo,Lazio,0,2,A
22/10/2023,AS Roma,Monza,1,0,H
22/10/2023,Bologna,Frosinone,2,1,H
22/10/2023,Salernitana,Cagliari,2,2,D
22/10/2023,Atalanta,Genoa,2,0,H
22/10/2023,AC Milan,Juventus,0,1,A
23/10/2023,Udinese,Lecce,1,1,D
23/10/2023,Fiorentina,Empoli,0,2,A
27/10/2023,Genoa,Salernitana,1,0,H
28/10/2023,Sassuolo,Bologna,1,1,D
28/10/2023,Lecce,Torino,0,1,A
28/10/2023,Juventus,Hellas Verona,1,0,H
29/10/2023,Cagliari,Frosinone,4,3,H
29/10/2023,Monza,Udinese,1,1,D
29/10/2023,Inter,AS Roma,1,0,H
29/10/2023,Napoli,AC Milan,2,2,D
30/10/2023,Empoli,Atalanta,0,3,A
30/10/2023,Lazio,Fiorentina,1,0,H
03/11/2023,Bologna,Lazio,1,0,H
04/11/2023,Salernitana,Napoli,0,2,A
04/11/2023,Atalanta,Inter,1,2,A
04/11/2023,AC Milan,Udinese,0,1,A
05/11/2023,Hellas Verona,Monza,1,3,A
05/11/2023,Cagliari,Genoa,2,1,H
05/11/2023,AS Roma,Lecce,2,1,H
05/11/2023,Fiorentina,Juventus,0,1,A
06/11/2023,Frosinone,Empoli,2,1,H
06/11/2023,Torino,Sassuolo,2,1,H
10/11/2023,Sassuolo,Salernitana,2,2,D
10/11/2023,Genoa,Hellas Verona,1,0,H
11/11/2023,Lecce,AC Milan,2,2,D
11/11/2023,Juventus,Cagliari,2,1,H
11/11/2023,Monza,Torino,1,1,D
12/11/2023,Napoli,Empoli,0,1,A
12/11/2023,Fiorentina,Bologna,2,1,H
12/11/2023,Udinese,Atalanta,1,1,D
12/11/2023,Lazio,AS Roma,0,0,D
12/11/2023,Inter,Frosinone,2,0,H
25/11/2023,Salernitana,Lazio,2,1,H
25/11/2023,Atalanta,Napoli,1,2,A
25/11/2023,AC Milan,Fiorentina,1,0,H
26/11/2023,Cagliari,Monza,1,1,D
26/11/2023,Empoli,Sassuolo,3,4,A
26/11/2023,Frosinone,Genoa,2,1,H
26/11/2023,AS Roma,Udinese,3,1,H
26/11/2023,Juventus,Inter,1,1,D
27/11/2023,Hellas Verona,Lecce,2,2,D
27/11/2023,Bologna,Torino,2,0,H
01/12/2023,Monza,Juventus,1,2,A
02/12/2023,Genoa,Empoli,1,1,D
02/12/2023,Lazio,Cagliari,1,0,H
02/12/2023,AC Milan,Frosinone,3,1,H
03/12/2023,Lecce,Bologna,1,1,D
03/12/2023,Fiorentina,Salernitana,3,0,H
03/12/2023,Udinese,Hellas Verona,3,3,D
03/12/2023,Sassuolo,AS Roma,1,2,A
03/12/2023,Napoli,Inter,0,3,A
04/12/2023,Torino,Atalanta,3,0,H
08/12/2023,Juventus,Napoli,1,0,H
09/12/2023,Hellas Verona,Lazio,1,1,D
09/12/2023,Atalanta,AC Milan,3,2,H
09/12/2023,Inter,Udinese,4,0,H
10/12/2023,Frosinone,Torino,0,0,D
10/12/2023,Monza,Genoa,1,0,H
10/12/2023,Salernitana,Bologna,1,2,A
10/12/2023,AS Roma,Fiorentina,1,1,D
11/12/2023,Empoli,Lecce,1,1,D
11/12/2023,Cagliari,Sassuolo,2,1,H
15/12/2023,Genoa,Juventus,1,1,D
16/12/2023,Lecce,Frosinone,2,1,H
16/12/2023,Napoli,Cagliari,2,1,H
16/12/2023,Torino,Empoli,1,0,H
17/12/2023,AC Milan,Monza,3,0,H
17/12/2023,Fiorentina,Hellas Verona,1,0,H
17/12/2023,Udinese,Sassuolo,2,2,D
17/12/2023,Bologna,AS Roma,2,0,H
17/12/2023,Lazio,Inter,0,2,A
18/12/2023,Atalanta,Salernitana,4,1,H
22/12/2023,Sassuolo,Genoa,1,2,A
22/12/2023,Empoli,Lazio,0,2,A
22/12/2023,Monza,Fiorentina,0,1,A
22/12/2023,Salernitana,AC Milan,2,2,D
23/12/2023,Frosinone,Juventus,1,2,A
23/12/2023,Torino,Udinese,1,1,D
23/12/2023,Bologna,Atalanta,1,0,H
23/12/2023,Hellas Verona,Cagliari,2,0,H
23/12/2023,Inter,Lecce,2,0,H
23/12/2023,AS Roma,Napoli,2,0,H
29/12/2023,Fiorentina,Torino,1,0,H
29/12/2023,Napoli,Monza,0,0,D
29/12/2023,Genoa,Inter,1,1,D
29/12/2023,Lazio,Frosinone,3,1,H
30/12/2023,Atalanta,Lecce,1,0,H
30/12/2023,Cagliari,Empoli,0,0,D
30/12/2023,Udinese,Bologna,3,0,H
30/12/2023,Hellas Verona,Salernitana,0,1,A
30/12/2023,AC Milan,Sassuolo,1,0,H
30/12/2023,Juventus,AS Roma,1,0,H
05/01/2024,Bologna,Genoa,1,1,D
06/01/2024,Inter,Hellas Verona,2,1,H
06/01/2024,Frosinone,Monza,2,3,A
06/01/2024,Lecce,Cagliari,1,1,D
06/01/2024,Sassuolo,Fiorentina,1,0,H
07/01/2024,Empoli,AC Milan,0,3,A
07/01/2024,Torino,Napoli,3,0,H
07/01/2024,Udinese,Lazio,1,2,A
07/01/2024,Salernitana,Juventus,1,2,A
07/01/2024,AS Roma,Atalanta,1,1,D
13/01/2024,Genoa,Torino,0,0,D
13/01/2024,Napoli,Salernitana,2,1,H
13/01/2024,Hellas Verona,Empoli,2,1,H
13/01/2024,Monza,Inter,1,5,A
14/01/2024,Lazio,Lecce,1,0,H
14/01/2024,Cagliari,Bologna,2,1,H
14/01/2024,Fiorentina,Udinese,2,2,D
14/01/2024,AC Milan,AS Roma,3,1,H
15/01/2024,Atalanta,Frosinone,5,0,H
16/01/2024,Juventus,Sassuolo,3,0,H
20/01/2024,AS Roma,Hellas Verona,2,1,H
20/01/2024,Udinese,AC Milan,2,3,A
21/01/2024,Frosinone,Cagliari,3,1,H
21/01/2024,Empoli,Monza,3,0,H
21/01/2024,Salernitana,Genoa,1,2,A
21/01/2024,Lecce,Juventus,0,3,A
26/01/2024,Cagliari,Torino,1,2,A
27/01/2024,Atalanta,Udinese,2,0,H
27/01/2024,Juventus,Empoli,1,1,D
27/01/2024,AC Milan,Bologna,2,2,D
28/01/2024,Genoa,Lecce,2,1,H
28/01/2024,Hellas Verona,Frosinone,1,1,D
28/01/2024,Monza,Sassuolo,1,0,H
28/01/2024,Lazio,Napoli,0,0,D
28/01/2024,Fiorentina,Inter,0,1,A
29/01/2024,Salernitana,AS Roma,1,2,A
02/02/2024,Lecce,Fiorentina,3,2,H
03/02/2024,Empoli,Genoa,0,0,D
03/02/2024,Udinese,Monza,0,0,D
03/02/2024,Frosinone,AC Milan,2,3,A
03/02/2024,Bologna,Sassuolo,4,2,H
04/02/2024,Torino,Salernitana,0,0,D
04/02/2024,Napoli,Hellas Verona,2,1,H
04/02/2024,Atalanta,Lazio,3,1,H
04/02/2024,Inter,Juventus,1,0,H
05/02/2024,AS Roma,Cagliari,4,0,H
09/02/2024,Salernitana,Empoli,1,3,A
10/02/2024,Cagliari,Lazio,1,3,A
10/02/2024,AS Roma,Inter,2,4,A
10/02/2024,Sassuolo,Torino,1,1,D
11/02/2024,Fiorentina,Frosinone,5,1,H
11/02/2024,Bologna,Lecce,4,0,H
11/02/2024,Monza,Hellas Verona,0,0,D
11/02/2024,Genoa,Atalanta,1,4,A
11/02/2024,AC Milan,Napoli,1,0,H
12/02/2024,Juventus,Udinese,0,1,A
14/02/2024,Bologna,Fiorentina,2,0,H
16/02/2024,Torino,Lecce,2,0,H
16/02/2024,Inter,Salernitana,4,0,H
17/02/2024,Napoli,Genoa,1,1,D
17/02/2024,Hellas Verona,Juventus,2,2,D
17/02/2024,Atalanta,Sassuolo,3,0,H
18/02/2024,Lazio,Bologna,1,2,A
18/02/2024,Empoli,Fiorentina,1,1,D
18/02/2024,Udinese,Cagliari,1,1,D
18/02/2024,Frosinone,AS Roma,0,3,A
18/02/2024,Monza,AC Milan,4,2,H
22/02/2024,Torino,Lazio,0,2,A
23/02/2024,Bologna,Hellas Verona,2,0,H
24/02/2024,Sassuolo,Empoli,2,3,A
24/02/2024,Salernitana,Monza,0,2,A
24/02/2024,Genoa,Udinese,2,0,H
25/02/2024,Juventus,Frosinone,3,2,H
25/02/2024,Cagliari,Napoli,1,1,D
25/02/2024,Lecce,Inter,0,4,A
25/02/2024,AC Milan,Atalanta,1,1,D
26/02/2024,AS Roma,Torino,3,2,H
26/02/2024,Fiorentina,Lazio,2,1,H
28/02/2024,Sassuolo,Napoli,1,6,A
28/02/2024,Inter,Atalanta,4,0,H
01/03/2024,Lazio,AC Milan,0,1,A
02/03/2024,Udinese,Salernitana,1,1,D
02/03/2024,Monza,AS Roma,1,4,A
02/03/2024,Torino,Fiorentina,0,0,D
03/03/2024,Hellas Verona,Sassuolo,1,0,H
03/03/2024,Empoli,Cagliari,0,1,A
03/03/2024,Frosinone,Lecce,1,1,D
03/03/2024,Atalanta,Bologna,1,2,A
03/03/2024,Napoli,Juventus,2,1,H
04/03/2024,Inter,Genoa,2,1,H
08/03/2024,Napoli,Torino,1,1,D
09/03/2024,Cagliari,Salernitana,4,2,H
09/03/2024,Sassuolo,Frosinone,1,0,H
09/03/2024,Bologna,Inter,0,1,A
09/03/2024,Genoa,Monza,2,3,A
10/03/2024,Lecce,Hellas Verona,0,1,A
10/03/2024,AC Milan,Empoli,1,0,H
10/03/2024,Juventus,Atalanta,2,2,D
10/03/2024,Fiorentina,AS Roma,2,2,D
11/03/2024,Lazio,Udinese,1,2,A
15/03/2024,Empoli,Bologna,0,1,A
16/03/2024,Monza,Cagliari,1,0,H
16/03/2024,Udinese,Torino,0,2,A
16/03/2024,Salernitana,Lecce,0,1,A
16/03/2024,Frosinone,Lazio,2,3,A
17/03/2024,Juventus,Genoa,0,0,D
17/03/2024,Hellas Verona,AC Milan,1,3,A
17/03/2024,AS Roma,Sassuolo,1,0,H
17/03/2024,Inter,Napoli,1,1,D
30/03/2024,Napoli,Atalanta,0,3,A
30/03/2024,Genoa,Frosinone,1,1,D
30/03/2024,Torino,Monza,1,0,H
30/03/2024,Lazio,Juventus,1,0,H
30/03/2024,Fiorentina,AC Milan,1,2,A
01/04/2024,Bologna,Salernitana,3,0,H
01/04/2024,Cagliari,Hellas Verona,1,1,D
01/04/2024,Sassuolo,Udinese,1,1,D
01/04/2024,Lecce,AS Roma,0,0,D
01/04/2024,Inter,Empoli,2,0,H
05/04/2024,Salernitana,Sassuolo,2,2,D
06/04/2024,AC Milan,Lecce,3,0,H
06/04/2024,AS Roma,Lazio,1,0,H
06/04/2024,Empoli,Torino,3,2,H
07/04/2024,Frosinone,Bologna,0,0,D
07/04/2024,Monza,Napoli,2,4,A
07/04/2024,Cagliari,Atalanta,2,1,H
07/04/2024,Hellas Verona,Genoa,1,2,A
07/04/2024,Juventus,Fiorentina,1,0,H
08/04/2024,Udinese,Inter,1,2,A
12/04/2024,Lazio,Salernitana,4,1,H
13/04/2024,Lecce,Empoli,1,0,H
13/04/2024,Torino,Juventus,0,0,D
13/04/2024,Bologna,Monza,0,0,D
14/04/2024,Napoli,Frosinone,2,2,D
14/04/2024,Sassuolo,AC Milan,3,3,D
14/04/2024,Inter,Cagliari,2,2,D
15/04/2024,Fiorentina,Genoa,1,1,D
15/04/2024,Atalanta,Hellas Verona,2,2,D
19/04/2024,Genoa,Lazio,0,1,A
19/04/2024,Cagliari,Juventus,2,2,D
20/04/2024,Empoli,Napoli,1,0,H
20/04/2024,Hellas Verona,Udinese,1,0,H
21/04/2024,Sassuolo,Lecce,0,3,A
21/04/2024,Torino,Frosinone,0,0,D
21/04/2024,Salernitana,Fiorentina,0,2,A
21/04/2024,Monza,Atalanta,1,2,A
22/04/2024,AS Roma,Bologna,1,3,A
22/04/2024,AC Milan,Inter,1,2,A
25/04/2024,Udinese,AS Roma,1,2,A
26/04/2024,Frosinone,Salernitana,3,0,H
27/04/2024,Lecce,Monza,1,1,D
27/04/2024,Juventus,AC Milan,0,0,D
27/04/2024,Lazio,Hellas Verona,1,0,H
28/04/2024,Inter,Torino,2,0,H
28/04/2024,Bologna,Udinese,1,1,D
28/04/2024,Atalanta,Empoli,2,0,H
28/04/2024,Napoli,AS Roma,2,2,D
28/04/2024,Fiorentina,Sassuolo,5,1,H
29/04/2024,Genoa,Cagliari,3,0,H
03/05/2024,Torino,Bologna,0,0,D
04/05/2024,Monza,Lazio,2,2,D
04/05/2024,Sassuolo,Inter,1,0,H
05/05/2024,Cagliari,Lecce,1,1,D
05/05/2024,Empoli,Frosinone,0,0,D
05/05/2024,Hellas Verona,Fiorentina,2,1,H
05/05/2024,AC Milan,Genoa,3,3,D
05/05/2024,AS Roma,Juventus,1,1,D
06/05/2024,Salernitana,Atalanta,1,2,A
06/05/2024,Udinese,Napoli,1,1,D
10/05/2024,Frosinone,Inter,0,5,A
11/05/2024,Napoli,Bologna,0,2,A
11/05/2024,AC Milan,Cagliari,5,1,H
12/05/2024,Lazio,Empoli,2,0,H
12/05/2024,Genoa,Sassuolo,2,1,H
12/05/2024,Hellas Verona,Torino,1,2,A
12/05/2024,Juventus,Salernitana,1,1,D
12/05/2024,Atalanta,AS Roma,2,1,H
13/05/2024,Lecce,Udinese,0,2,A
13/05/2024,Fiorentina,Monza,2,1,H
17/05/2024,Fiorentina,Napoli,2,2,D
18/05/2024,Lecce,Atalanta,0,2,A
18/05/2024,Torino,AC Milan,3,1,H
19/05/2024,Sassuolo,Cagliari,0,2,A
19/05/2024,Monza,Frosinone,0,1,A
19/05/2024,Udinese,Empoli,1,1,D
19/05/2024,Inter,Lazio,1,1,D
19/05/2024,AS Roma,Genoa,1,0,H
20/05/2024,Salernitana,Hellas Verona,1,2,A
20/05/2024,Bologna,Juventus,3,3,D
23/05/2024,Cagliari,Fiorentina,2,3,A
24/05/2024,Genoa,Bologna,2,0,H
25/05/2024,Juventus,Monza,2,0,H
25/05/2024,AC Milan,Salernitana,3,3,D
26/05/2024,Atalanta,Torino,3,0,H
26/05/2024,Napoli,Lecce,0,0,D
26/05/2024,Empoli,AS Roma,2,1,H
26/05/2024,Frosinone,Udinese,0,1,A
26/05/2024,Hellas Verona,Inter,2,2,D
26/05/2024,Lazio,Sassuolo,1,1,D
02/06/2024,Atalanta,Fiorentina,2,3,A
17/08/2024,Genoa,Inter,2,2,D
17/08/2024,Parma,Fiorentina,1,1,D
17/08/2024,Empoli,Monza,0,0,D
17/08/2024,AC Milan,Torino,2,2,D
18/08/2024,Bologna,Udinese,1,1,D
18/08/2024,Hellas Verona,Napoli,3,0,H
18/08/2024,Cagliari,AS Roma,0,0,D
18/08/2024,Lazio,Venezia,3,1,H
19/08/2024,Lecce,Atalanta,0,4,A
19/08/2024,Juventus,Como,3,0,H
24/08/2024,Parma,AC Milan,2,1,H
24/08/2024,Udinese,Lazio,2,1,H
24/08/2024,Inter,Lecce,2,0,H
24/08/2024,Monza,Genoa,0,1,A
25/08/2024,Fiorentina,Venezia,0,0,D
25/08/2024,Torino,Atalanta,2,1,H
25/08/2024,Napoli,Bologna,3,0,H
25/08/2024,AS Roma,Empoli,1,2,A
26/08/2024,Cagliari,Como,1,1,D
26/08/2024,Hellas Verona,Juventus,0,3,A
30/08/2024,Venezia,Torino,0,1,A
30/08/2024,Inter,Atalanta,4,0,H
31/08/2024,Bologna,Empoli,1,1,D
31/08/2024,Lecce,Cagliari,1,0,H
31/08/2024,Lazio,AC Milan,2,2,D
31/08/2024,Napoli,Parma,2,1,H
01/09/2024,Fiorentina,Monza,2,2,D
01/09/2024,Genoa,Hellas Verona,0,2,A
01/09/2024,Juventus,AS Roma,0,0,D
01/09/2024,Udinese,Como,1,0,H
14/09/2024,Como,Bologna,2,2,D
14/09/2024,Empoli,Juventus,0,0,D
14/09/2024,AC Milan,Venezia,4,0,H
15/09/2024,Genoa,AS Roma,1,1,D
15/09/2024,Atalanta,Fiorentina,3,2,H
15/09/2024,Torino,Lecce,0,0,D
15/09/2024,Cagliari,Napoli,0,4,A
15/09/2024,Monza,Inter,1,1,D
16/09/2024,Parma,Udinese,2,3,A
16/09/2024,Lazio,Hellas Verona,2,1,H
20/09/2024,Cagliari,Empoli,0,2,A
20/09/2024,Hellas Verona,Torino,2,3,A
21/09/2024,Venezia,Genoa,2,0,H
21/09/2024,Juventus,Napoli,0,0,D
21/09/2024,Lecce,Parma,2,2,D
22/09/2024,Fiorentina,Lazio,2,1,H
22/09/2024,Monza,Bologna,1,2,A
22/09/2024,AS Roma,Udinese,3,0,H
22/09/2024,Inter,AC Milan,1,2,A
24/09/2024,Atalanta,Como,2,3,A
27/09/2024,AC Milan,Lecce,3,0,H
28/09/2024,Udinese,Inter,2,3,A
28/09/2024,Genoa,Juventus,0,3,A
28/09/2024,Bologna,Atalanta,1,1,D
29/09/2024,Torino,Lazio,2,3,A
29/09/2024,Como,Hellas Verona,3,2,H
29/09/2024,AS Roma,Venezia,2,1,H
29/09/2024,Empoli,Fiorentina,0,0,D
29/09/2024,Napoli,Monza,2,0,H
30/09/2024,Parma,Cagliari,2,3,A
04/10/2024,Napoli,Como,3,1,H
04/10/2024,Hellas Verona,Venezia,2,1,H
05/10/2024,Udinese,Lecce,1,0,H
05/10/2024,Atalanta,Genoa,5,1,H
05/10/2024,Inter,Torino,3,2,H
06/10/2024,Juventus,Cagliari,1,1,D
06/10/2024,Bologna,Parma,0,0,D
06/10/2024,Lazio,Empoli,2,1,H
